,ticker,title,summary,source,source_domain,time_published,overall_sentiment_score,overall_sentiment_label
115,MSFT,The Ascent of the iShares MSCI World ETF: A Tech-Heavy Trajectory,"The iShares MSCI World ETF (URTH) is trading near all-time highs of $187 per share at the start of 2026, driven by a 22% one-year return primarily from its significant holdings in major technology companies. Despite its ""World"" designation, the ETF is heavily concentrated in U.S. equities, with approximately 75% in U.S. stocks and nearly 28% in information technology. Its future trajectory in Q1 2026 will largely depend on tech earnings, currency effects, and its elevated valuation levels.",AD HOC NEWS,AD HOC NEWS,2026-01-04 13:09:57,0.225242,Somewhat-Bullish
116,MSFT,This $10.2 Billion ETF Tries to Beat the Market Through Size and Profitability Tilts (But VTI Costs Less),"The Dimensional US Core Equity Market ETF (DFAU) seeks to outperform the S&P 500 by tilting its portfolio towards smaller companies and higher profitability firms within a market-weighted framework. While DFAU has shown outperformance since its November 2020 inception, it charges a higher expense ratio of 0.12% compared to Vanguard Total Stock Market ETF (VTI)'s 0.03%. Investors must weigh DFAU's potential long-term gains from factor tilts against its higher cost and potential short-term tracking error.",24/7 Wall St.,24/7 Wall St.,2026-01-04 13:09:48,0.292229,Somewhat-Bullish
117,MSFT,The total return for Thomson Reuters (TSE:TRI) investors has risen faster than earnings growth over the last five years,"Over the last five years, Thomson Reuters (TSE:TRI) shareholders have seen an 83% total shareholder return, outperforming the 63% share price increase. This disparity is largely attributed to dividend payments. Despite a recent 26% decline in the last twelve months, the company's long-term performance suggests market participants hold it in higher regard than its 0.01% annual EPS growth would typically indicate.",Simply Wall Street,Simply Wall Street,2026-01-04 12:11:02,0.210372,Somewhat-Bullish
118,MSFT,"Trump, atoms, AI and the Texas data center gusher","Fermi America, a startup backed by Rick Perry and Toby Neugebauer, is building a massive nuclear-powered energy grid and AI campus in Amarillo, Texas, dubbed the ""Donald J. Trump Advanced Energy and Intelligence Campus."" This ambitious ""Project Matador"" aims to host numerous data centers with supercomputers, generating electricity comparable to 15 states' peak usage, and position the US to dominate AI over China. Despite facing significant financial hurdles, investor scrutiny, and concerns about water usage in a drought-prone region, Fermi leverages strong political ties to the Trump administration and a strategic market position in AI and nuclear energy to advance its vision.",Politico,Politico,2026-01-04 12:09:44,0.065687,Neutral
119,MSFT,BigBear.ai stock jumps on debt-cut move; dilution and key dates ahead for BBAI,"BigBear.ai (BBAI) shares jumped 8% after the company announced it would redeem its 6% convertible notes due 2029 by January 16th, aiming to cut $125 million in debt. While this reduces financial risk, it will also lead to the issuance of approximately 38 million new shares, causing dilution. Investors are also monitoring a shareholder vote on January 22nd to increase authorized common stock, and upcoming economic reports that could impact high-beta tech stocks.",ts2.tech,ts2.tech,2026-01-04 11:08:46,0.217767,Somewhat-Bullish
120,MSFT,The Motley Fool: Dividends and a chance for growth,"This article from The Motley Fool discusses Bristol Myers Squibb (BMY) as a potential investment for long-term dividend investors due to its low forward P/E ratio and robust drug pipeline, despite recent financial results. It also explains what ""the Dow"" is, defines an ""uptick,"" and provides guidance on questions to ask when researching individual stocks. The piece concludes with a reader's success story investing in Microsoft.",Dallas News,Dallas News,2026-01-04 11:01:59,0.4138,Bullish
121,MSFT,Microsoft Corporation $MSFT Shares Acquired by Harbor Capital Advisors Inc.,"Harbor Capital Advisors Inc. increased its stake in Microsoft Corporation (NASDAQ:MSFT) by 2.5% in the third quarter, bringing its total holdings to 49,334 shares valued at $25.55 million, making Microsoft its 6th largest holding. Analysts largely maintain a ""Moderate Buy"" rating with an average price target of $631.03. Microsoft also announced a quarterly dividend of $0.91 per share, payable March 12th.",MarketBeat,MarketBeat,2026-01-04 10:08:21,-0.050573,Neutral
122,MSFT,Norden Group LLC Has $35.88 Million Position in Microsoft Corporation $MSFT,"Norden Group LLC increased its stake in Microsoft Corporation (MSFT) by 14.7% during the third quarter, bringing its total holdings to 69,275 shares valued at $35.88 million. This makes Microsoft the firm's third-largest holding, comprising 3.6% of its portfolio. The article also notes recent insider selling, strong institutional investment, and Microsoft's robust financial performance with better-than-expected EPS and revenue, alongside a declared quarterly dividend.",MarketBeat,MarketBeat,2026-01-04 10:08:21,-0.037947,Neutral
123,MSFT,"FLP Wealth Management LLC Buys 6,278 Shares of Microsoft Corporation $MSFT","FLP Wealth Management LLC significantly increased its stake in Microsoft Corporation, purchasing 6,278 additional shares and bringing its total holdings to 6,733 shares valued at $3.487 million. Microsoft constitutes 3.5% of FLP Wealth Management's portfolio. Institutional investors collectively own 71.13% of Microsoft, while company insiders have recently sold shares worth approximately $27.6 million.",MarketBeat,MarketBeat,2026-01-04 10:08:20,0.100078,Neutral
124,MSFT,"Capital Advisors Inc. OK Has $20.89 Million Holdings in IonQ, Inc. $IONQ","Capital Advisors Inc. OK reduced its stake in IonQ, Inc. by 4.5% during the third quarter, holding 339,605 shares valued at $20.89 million, representing 0.11% of the company. Despite reporting a significant EPS miss, IonQ saw a 221.5% increase in revenue year-over-year, reaching $39.87 million. Analyst consensus rates the stock as ""Hold"" with an average target price of $72.08, while institutional investors collectively own 41.42% of the company.",MarketBeat,MarketBeat,2026-01-04 09:09:09,0.077467,Neutral
125,MSFT,Intel’s Fab 52 vs. TSMC’s Arizona Fabs: The Silicon Desert’s Capacity Boom Meets a Water Reality,"This article compares Intel's Fab 52 and TSMC's Arizona fabs, highlighting their significant investments and technological ambitions in turning Arizona into a ""Silicon Desert."" It explores the critical environmental challenge of balancing advanced manufacturing with resource sustainability, particularly water usage, in an arid region. The piece delves into each company's capacity, technology, and sustainability strategies, emphasizing the broader implications for the U.S. economy, AI hardware, and environmental accountability.",Intelligent Living,Intelligent Living,2026-01-04 09:08:18,0.192674,Somewhat-Bullish
126,MSFT,Cadent Capital Advisors LLC Grows Stock Holdings in Microsoft Corporation $MSFT,"Cadent Capital Advisors LLC significantly increased its stake in Microsoft Corporation (MSFT) by 131.3% in Q3, now holding 9,091 shares valued at $4.71 million. Microsoft recently surpassed quarterly expectations with robust EPS and revenue growth, and analysts maintain a ""Moderate Buy"" rating with an average target of $631. Despite recent insider selling, institutional ownership remains high, driven by positive sentiment around AI monetization and cloud strength.",MarketBeat,MarketBeat,2026-01-04 08:51:14,0.079792,Neutral
127,MSFT,"Armor Investment Advisors LLC Sells 2,552 Shares of Deere & Company $DE","Armor Investment Advisors LLC reduced its stake in Deere & Company by 44.6% in the third quarter, selling 2,552 shares and retaining 3,165 shares valued at approximately $1.447 million. Despite mixed analyst targets, with an average ""Moderate Buy"" rating and $524.20 price target, the company declared a quarterly dividend of $1.62 per share. Additionally, CEO John C. May II sold 11,106 shares for around $5.55 million, decreasing his ownership by about 9%.",MarketBeat,MarketBeat,2026-01-04 08:42:51,0.012809,Neutral
128,MSFT,The Truth About Western Digital Corp: Is This Storage Giant About To Go Nuclear?,"This article delves into Western Digital Corp (WDC), examining its relevance in the tech world for both consumers and investors. It explores how WDC's storage solutions are gaining traction among content creators and gamers, while also addressing past product reliability issues. The piece also highlights WDC's crucial role in supporting AI and cloud infrastructure, positioning it as a potentially impactful stock for investors comfortable with market volatility.",AD HOC NEWS,AD HOC NEWS,2026-01-04 08:10:33,0.202778,Somewhat-Bullish
129,MSFT,"Should You Buy the iShares S&P 500 ETF Before 2026, Even With the Stock Market at an All-Time High?","The article discusses whether investors should buy the iShares Core S&P 500 ETF before 2026, considering the S&P 500 is at an all-time high. It highlights the diversification of the S&P 500, its historical average annual return of 10.5%, and the low expense ratio of the ETF. The author concludes that despite market volatility, history suggests staying the course with a long-term investment horizon, even if the index is currently expensive.",The Globe and Mail,The Globe and Mail,2026-01-04 06:57:20,0.316425,Somewhat-Bullish
130,MSFT,Apple stock today: AAPL slips on Raymond James caution as Wall Street weighs rates and earnings,"Apple (AAPL) shares slipped by about 0.3% following Raymond James' neutral ""Market Perform"" rating and caution on valuation, despite acknowledging Apple's strong ecosystem. The market is also looking towards upcoming U.S. labor data and Apple's late-January earnings report for further direction.",ts2.tech,ts2.tech,2026-01-04 06:20:00,-0.079309,Neutral
131,MSFT,Netflix stock today: NFLX drops nearly 3% as Warner deal drama and earnings near,"Netflix (NFLX) shares dropped nearly 3% on Friday, closing at $90.99, as investors continue to weigh the proposed acquisition of Warner Bros. Discovery’s studios and streaming assets. The upcoming fourth-quarter earnings report on January 20th and a rival bid from Paramount Skydance for Warner Bros. Discovery are key factors influencing the stock. The ongoing takeover battle raises questions about leverage, regulatory approvals, and the deal's timeline.",ts2.tech,ts2.tech,2026-01-04 06:20:00,-0.12684,Neutral
132,MSFT,The Truth About HP Inc: Is This ‘Boring’ Brand Low?Key a Total Cheat Code?,"This article explores whether HP Inc, often perceived as a ""boring"" brand, is actually a hidden gem for both tech consumers and investors. It highlights HP's recent surge in popularity on social media for its value-driven products, especially gaming laptops and budget-friendly electronics, appealing to Gen Z and Millennial buyers. The piece also delves into the financial aspects of HPQ stock, positioning it as a stable, income-generating investment rather than a high-growth ""meme stock.""",AD HOC NEWS,AD HOC NEWS,2026-01-04 03:58:12,0.105724,Neutral
133,MSFT,Otis Worldwide Corp.: How a 170-Year-Old Elevator Giant Is Rebooting Urban Mobility,"Otis Worldwide Corp. is transforming vertical mobility by treating elevators and escalators as data-rich, software-defined systems rather than mere mechanical boxes. The company focuses on connectivity through its Otis ONE IoT platform for predictive maintenance, enhanced safety features, and sustainability to create a full-stack vertical mobility platform. This strategy, along with a strong emphasis on recurring service revenue and modernization, positions Otis as a durable infrastructure and software-enabled services play, impacting its stock valuation positively.",AD HOC NEWS,AD HOC NEWS,2026-01-04 02:08:25,0.29673,Somewhat-Bullish
134,MSFT,Otis Worldwide Corp.: How a 170-Year-Old Elevator Giant Is Rebooting Urban Mobility,"Otis Worldwide Corp. is transforming vertical mobility by making elevators, escalators, and related services into a data-rich urban platform. The company, the world's largest manufacturer of such systems, focuses on connectivity, safety, and sustainability through its IoT platform, Otis ONE, which provides real-time data for predictive maintenance and operational optimization. This strategic shift from pure manufacturing to a digital-first infrastructure platform has positioned Otis not just as a hardware provider but as a critical player in urban mobility, influencing its market valuation and stock performance.",AD HOC NEWS,AD HOC NEWS,2026-01-04 02:08:18,0.297676,Somewhat-Bullish
135,MSFT,Elon Musk's 2025: From Trump Power Broker To Tesla Turmoil,"Elon Musk's eventful 2025 saw him become a significant power broker for Donald Trump's reelection, though their relationship later experienced friction due to policy disagreements impacting Musk's businesses like Tesla. Despite a massive shareholder approval for his CEO pay package, Tesla faced falling sales amid Musk's political activism and scrutiny over its Robotaxi operations. Meanwhile, his other venture, SpaceX, is preparing for a potential IPO in 2026, contributing to Musk's soaring net worth.",Yahoo Finance,Yahoo Finance,2026-01-03 20:30:00,-0.042492,Neutral
136,MSFT,Key facts: Oracle's Stock Drops 20-35%; Faces Shareholder Pressure,"Oracle's stock has recently fallen by 20% to 35% as investors re-evaluate financial risk management in the current market. The company is identified as a ""hyperscaler"" potentially reducing capital expenditures due to shareholder pressure, alongside other tech giants. Despite this, Oracle is noted for its ongoing innovation and effective competition against rivals, contributing to the U.S. economy.",TradingView — Track All Markets,TradingView — Track All Markets,2026-01-03 20:07:51,-0.20918,Somewhat-Bearish
137,MSFT,"Top 3 Cryptocurrency Stocks to Watch in Early January: Galaxy Digital, Bitfarms & HIVE","This article highlights three top cryptocurrency stocks—Galaxy Digital (GLXY), Bitfarms (BITF), and HIVE Digital Technologies (HIVE)—to watch in early January due to their high trading volume and strong market interest. These companies offer various exposures to the crypto market, including financial services, Bitcoin mining, and diversified mining with data centers. Investors are advised to consider their growth potential, direct ties to crypto prices, and the inherent risks like price volatility and regulatory changes.",Blockmanity,Blockmanity,2026-01-03 18:36:20,0.256423,Somewhat-Bullish
138,MSFT,IBM stock today: Shares slip to $291.50 as 2026 begins — what investors watch next,"IBM shares closed down about 1.7% at $291.50 on Friday, with investors focusing on upcoming U.S. jobs and inflation reports, and IBM's Jan. 28 earnings announcement. The stock has fallen for three consecutive sessions but significantly outperformed over the past 12 months, driven by demand for hybrid cloud and AI offerings. A recent regulatory filing revealed a director deferred board fees into ""Promised Fee Shares"" tied to IBM common stock.",ts2.tech,ts2.tech,2026-01-03 13:53:00,-0.11301,Neutral
139,MSFT,"Apple stock today: AAPL starts 2026 on a softer note as valuation talk returns, Vision Pro in focus","Apple shares fell 0.3% to $271.01 on Friday, the first U.S. trading day of 2026, as Raymond James resumed coverage with a ""Market Perform"" rating due to valuation concerns. The company also faced news of Vision Pro production cutbacks following weak sales. Investors are now watching upcoming economic data, including ISM manufacturing and U.S. jobs reports, and Apple's late-January earnings for future direction.",ts2.tech,ts2.tech,2026-01-03 13:13:45,-0.156158,Somewhat-Bearish
140,MSFT,"Top AI Stocks for 2026 – Nvidia, Microsoft, Alphabet Lead","This article identifies five top AI stocks—Nvidia, Microsoft, Alphabet, Palantir, and CoreWeave—recommended by Wall Street analysts for long-term investors through 2030. It details each company's unique market position, AI integration, and financial strengths, distinguishing between established leaders and faster-growing specialists in the AI ecosystem. The piece emphasizes the shift in corporations from AI pilot programs to full-scale deployments, benefiting key AI service and technology providers.",Blockonomi,Blockonomi,2026-01-03 12:50:26,0.413787,Bullish
141,MSFT,Best AI Stocks to Buy for 2026: Nvidia and Microsoft Lead,"This article identifies five top AI stocks for 2026: Nvidia, Microsoft, Alphabet, Palantir, and CoreWeave, based on analysis of their market positioning and growth potential. It highlights Nvidia's dominance in GPUs, Microsoft's diversified AI integration, Alphabet's AI leverage in search and cloud, Palantir's analytics platforms, and CoreWeave's specialized AI infrastructure services. The piece discusses the risk and return profiles of these companies, ranging from established tech giants to specialized providers.",CoinCentral,CoinCentral,2026-01-03 12:15:26,0.382981,Bullish
142,MSFT,"ESGV: Still Ahead Of The Benchmark, But Some Peers Are More Compelling","The Vanguard ESG U.S. Stock ETF (ESGV) provides broad ESG-screened exposure, with a focus on technology and large-cap companies. While it has outperformed its benchmark (VTI) since inception and boasts a low expense ratio, its recent 12-month returns lag slightly, and its total return and Sharpe ratio since 2020 trail several competitors. The article updates a previous review, analyzing ESGV's current holdings and performance.",Seeking Alpha,Seeking Alpha,2026-01-03 12:09:53,0.142053,Neutral
143,MSFT,"Generali Asset Management SPA SGR Sells 13,774 Shares of American Tower Corporation $AMT","Generali Asset Management SPA SGR reduced its stake in American Tower Corporation by 27.5%, selling 13,774 shares and now holding 36,226 shares valued at $6.97 million. Despite beating Q3 earnings estimates and setting strong FY2025 guidance, American Tower's high dividend payout ratio of 108.63% raises concerns about sustainability. The company maintains a ""Moderate Buy"" consensus rating with an average $226.67 price target from analysts despite some recent target cuts.",MarketBeat,MarketBeat,2026-01-03 12:09:48,0.12658,Neutral
144,MSFT,Grey Ledge Advisors LLC Makes New Investment in Toyota Motor Corporation $TM,"Grey Ledge Advisors LLC has acquired a new stake of 8,145 shares in Toyota Motor Corporation (NYSE:TM), valued at approximately $1.56 million. This investment comes as several other institutional investors have also increased their holdings in Toyota, and the company recently beat quarterly earnings and revenue expectations. Toyota's stock is currently trading near its 52-week high, with an average analyst rating of ""Hold.""",MarketBeat,MarketBeat,2026-01-03 12:08:44,0.292119,Somewhat-Bullish
145,MSFT,"PPL (PPL) Stock Price, Quote, News & History","This article provides a comprehensive overview of PPL (PPL) stock, including its current price, key statistics, recent news, financial data, and analyst forecasts. It highlights PPL's role as a holding company for regulated utilities and its collaboration with Blackstone to build gas plants for data centers. The company also provides answers to frequently asked questions about buying PPL stock, its competitors, price targets, and dividend information.",Benzinga,Benzinga,2026-01-03 11:08:33,0.313062,Somewhat-Bullish
146,MSFT,"HM Payson & Co. Sells 19,708 Shares of Alphabet Inc. $GOOG","HM Payson & Co. reduced its stake in Alphabet Inc. (NASDAQ:GOOG) by 1.6% in the third quarter, selling 19,708 shares and holding 1,212,629 shares valued at $295.3 million. Alphabet remains a significant part of their portfolio, accounting for 4.2% and being their fifth-largest holding. Other institutional investors also adjusted their positions, while Alphabet's stock performance shows a P/E ratio of 31.10 and recent earnings beating consensus estimates.",MarketBeat,MarketBeat,2026-01-03 10:42:08,0.028806,Neutral
147,MSFT,Plancorp LLC Cuts Position in Apple Inc. $AAPL,"Plancorp LLC reduced its stake in Apple Inc. (NASDAQ:AAPL) by 5.2% during the third quarter, selling 6,562 shares and now holding 119,141 shares valued at $30.34 million. Despite this, Apple remains a significant holding for Plancorp, representing 1.0% of its portfolio. Other major institutional investors, including Vanguard Group and State Street Corp, significantly increased their positions in Apple during the second quarter, demonstrating continued strong institutional interest.",MarketBeat,MarketBeat,2026-01-03 10:12:39,0.239713,Somewhat-Bullish
148,MSFT,AAOI Soars in the Race for the AI‑Powered 800 Gbit Data Center: Can Applied Optoelectronics Keep Up?,"Applied Optoelectronics (NASDAQ: AAOI) is a high-risk, high-reward fiber optics play, positioned at the intersection of AI-driven data center traffic and the global shift to fiber. The company is innovating with 800 Gbit VCSEL transceivers and AI-powered software, driving significant revenue growth despite continued unprofitability and high volatility. While demand for its products is booming, AAOI faces challenges from customer concentration, fierce competition, and a need for substantial capital investment, making it suitable mainly for risk-tolerant investors.",ts2.tech,ts2.tech,2026-01-03 10:09:06,0.044277,Neutral
149,MSFT,"James Hambro & Partners LLP Buys 20,148 Shares of Microsoft Corporation $MSFT","James Hambro & Partners LLP increased its stake in Microsoft Corporation (NASDAQ:MSFT) by 5.2% in the third quarter, purchasing an additional 20,148 shares and bringing its total holdings to 406,888 shares valued at $210,748,000. This makes Microsoft its third-largest position, representing 7.5% of its portfolio. Despite recent insider selling and a slight dip in the stock price, Wall Street analysts maintain a ""Moderate Buy"" rating with an average price target of $631.03.",MarketBeat,MarketBeat,2026-01-03 10:08:23,0.333307,Somewhat-Bullish
150,GOOGL,Microsoft CEO Nadella: AI as Cognitive Amplifier to Transform 2026,"Microsoft CEO Satya Nadella launched a personal blog in late 2025, advocating for a shift in perception of AI from ""slop"" to a ""cognitive amplifier."" He envisions 2026 as a crucial year for AI integration, emphasizing its role in enhancing human capabilities and fostering a new theory of human-AI interaction. Nadella's initiative aims to steer the conversation towards practical applications and societal integration of AI, despite ongoing concerns about content quality and ethical implications.",WebProNews,WebProNews,2026-01-04 21:08:44,0.194348,Somewhat-Bullish
151,GOOGL,Palo Alto Networks security-intel boss calls AI agents 2026's biggest insider threat,"Wendi Whitmore, Chief Security Intel Officer at Palo Alto Networks, identifies AI agents as the primary insider threat for companies in 2026, posing significant challenges for security teams. While AI agents can help address the cyber-skills gap and improve network defense, their privileged access to sensitive data makes them vulnerable to exploitation, especially through ""superuser"" problems and ""AI doppelgangers."" Whitmore emphasizes the need for least-privilege access and robust controls for AI agents to prevent new forms of autonomous insider attacks and warns that AI development is outpacing security integration.",The Register,The Register,2026-01-04 18:08:32,0.178381,Somewhat-Bullish
152,GOOGL,AI Copywriting Bots Join With Humans to Go Beyond Garbage: Omnicom’s Stern,"Omnicom Media's EVP of performance content, Mel Stern, discusses how AI copywriting agents are revolutionizing creative ideation. Despite 90% of AI-generated content being unusable, the 10% of valuable ideas produced in seconds allows humans to focus on impactful strategy rather than extensive brainstorming. Stern emphasizes a data-first approach to creative development and advocates for simplified personalization to avoid unnecessary complexity in advertising campaigns.",Beet.TV,Beet.TV,2026-01-04 17:41:12,0.294108,Somewhat-Bullish
153,GOOGL,"Weekend Round-Up: Tesla Loses EV Crown, BYD's Overseas Sales Surge And Stellantis-Backed Leapmotor Bags $530 Million Funding","In a significant shift in the electric vehicle market, Tesla has lost its crown as the top EV maker to China's BYD after a second year of declining sales in 2025. Meanwhile, BYD experienced a surge in its overseas deliveries despite a December sales dip. The article also highlights Stellantis-backed Leapmotor securing $530 million in funding, Waymo's robotaxi testing in London, and Nio's record vehicle deliveries at the end of 2025.",Benzinga,Benzinga,2026-01-04 14:08:50,-0.167272,Somewhat-Bearish
154,GOOGL,Greenwood Capital Associates LLC Reduces Holdings in Alphabet Inc. $GOOGL,"Greenwood Capital Associates LLC reduced its stake in Alphabet Inc. ($GOOGL) by 7.5% in the third quarter of 2025, selling 9,335 shares to hold 115,231 shares valued at $28.01 million. This makes Alphabet its fourth-largest holding, representing approximately 3.2% of Greenwood's assets. Other institutional investors also adjusted their positions, while Alphabet reported strong Q3 earnings, exceeding revenue and EPS estimates.",MarketBeat,MarketBeat,2026-01-04 10:11:15,0.271023,Somewhat-Bullish
155,GOOGL,Alphabet Inc. $GOOGL is Shaker Investments LLC OH's 5th Largest Position,"Shaker Investments LLC OH significantly increased its stake in Alphabet Inc. (NASDAQ:GOOGL) by 26.3% in the third quarter, making it their 5th largest holding valued at approximately $8.30 million. Major institutional investors like Norges Bank and Vanguard also hold substantial positions, though insiders have been net sellers. Alphabet recently exceeded EPS and revenue estimates and offers a quarterly dividend.",MarketBeat,MarketBeat,2026-01-04 10:11:15,0.143214,Neutral
156,GOOGL,Microsoft Corporation $MSFT Shares Acquired by Harbor Capital Advisors Inc.,"Harbor Capital Advisors Inc. increased its stake in Microsoft Corporation (NASDAQ:MSFT) by 2.5% in the third quarter, bringing its total holdings to 49,334 shares valued at $25.55 million, making Microsoft its 6th largest holding. Analysts largely maintain a ""Moderate Buy"" rating with an average price target of $631.03. Microsoft also announced a quarterly dividend of $0.91 per share, payable March 12th.",MarketBeat,MarketBeat,2026-01-04 10:08:21,-0.058846,Neutral
157,GOOGL,Norden Group LLC Has $35.88 Million Position in Microsoft Corporation $MSFT,"Norden Group LLC increased its stake in Microsoft Corporation (MSFT) by 14.7% during the third quarter, bringing its total holdings to 69,275 shares valued at $35.88 million. This makes Microsoft the firm's third-largest holding, comprising 3.6% of its portfolio. The article also notes recent insider selling, strong institutional investment, and Microsoft's robust financial performance with better-than-expected EPS and revenue, alongside a declared quarterly dividend.",MarketBeat,MarketBeat,2026-01-04 10:08:21,-0.029337,Neutral
158,GOOGL,"FLP Wealth Management LLC Buys 6,278 Shares of Microsoft Corporation $MSFT","FLP Wealth Management LLC significantly increased its stake in Microsoft Corporation, purchasing 6,278 additional shares and bringing its total holdings to 6,733 shares valued at $3.487 million. Microsoft constitutes 3.5% of FLP Wealth Management's portfolio. Institutional investors collectively own 71.13% of Microsoft, while company insiders have recently sold shares worth approximately $27.6 million.",MarketBeat,MarketBeat,2026-01-04 10:08:20,0.086482,Neutral
159,GOOGL,Tritonpoint Wealth LLC Has $99.49 Million Stock Position in Apple Inc. $AAPL,"Tritonpoint Wealth LLC increased its stake in Apple Inc. ($AAPL) by 2.0% during the third quarter, holding 390,727 shares valued at $99.49 million, making it their largest position. The company reported strong Q3 earnings, beating analyst expectations with EPS of $1.85 and revenue of $102.47 billion, contributing to a current market cap of $4.0 trillion. Despite recent insider selling, institutional ownership remains high at 67.73%, and analysts rate the stock a ""Moderate Buy"" with an average target price near $283.92.",MarketBeat,MarketBeat,2026-01-04 10:08:01,0.137037,Neutral
160,GOOGL,Paragon Capital Management Ltd Has $3.67 Million Holdings in Apple Inc. $AAPL,"Paragon Capital Management Ltd reduced its Apple Inc. (NASDAQ:AAPL) stake by 24.8% in Q3, now holding 14,423 shares valued at $3.67 million. Analysts have a ""Moderate Buy"" rating for Apple with an average price target of $283.92, following the company's Q3 earnings beat. Apple's stock is trading at a $4.00 trillion market cap with a P/E of 36.28, and institutional investors own 67.73% of the company.",MarketBeat,MarketBeat,2026-01-04 09:58:41,0.126303,Neutral
161,GOOGL,Asset Management One Co. Ltd. Has $147.06 Million Stock Position in International Business Machines Corporation $IBM,"Asset Management One Co. Ltd. recently reduced its holdings in International Business Machines (IBM) by 1.3% in the third quarter, now owning 521,180 shares valued at approximately $147.06 million. Despite this reduction, IBM has shown strong financial performance, beating Q3 earnings expectations with $2.65 EPS and $16.33 billion in revenue, leading analysts to maintain a ""Moderate Buy"" consensus with a target price of $293.38. The company also announced a quarterly dividend of $1.68 per share, reflecting a 2.3% dividend yield.",MarketBeat,MarketBeat,2026-01-04 09:53:14,0.100194,Neutral
162,GOOGL,"Capital Advisors Inc. OK Has $20.89 Million Holdings in IonQ, Inc. $IONQ","Capital Advisors Inc. OK reduced its stake in IonQ, Inc. by 4.5% during the third quarter, holding 339,605 shares valued at $20.89 million, representing 0.11% of the company. Despite reporting a significant EPS miss, IonQ saw a 221.5% increase in revenue year-over-year, reaching $39.87 million. Analyst consensus rates the stock as ""Hold"" with an average target price of $72.08, while institutional investors collectively own 41.42% of the company.",MarketBeat,MarketBeat,2026-01-04 09:09:09,0.083321,Neutral
163,GOOGL,Alphabet Inc. $GOOGL Shares Purchased by Apollon Wealth Management LLC,"Apollon Wealth Management LLC increased its stake in Alphabet Inc. (NASDAQ:GOOGL) by 6.5% during the third quarter, holding 295,275 shares valued at approximately $71.78 million, making it their 10th largest position. Despite significant insider selling over the past three months, Wall Street analysts maintain a ""Moderate Buy"" rating with a consensus target price of $317.76. Alphabet recently surpassed quarterly earnings estimates, reporting $2.87 EPS against an expected $2.29 and revenues of $102.35 billion.",MarketBeat,MarketBeat,2026-01-04 09:08:10,0.002296,Neutral
164,GOOGL,ARS Investment Partners LLC Has $84.38 Million Stake in Apple Inc. $AAPL,"ARS Investment Partners LLC modestly reduced its Apple (NASDAQ:AAPL) stake by 7.9% in Q3, now holding 331,391 shares valued at $84.38 million. Apple's stock, trading near a $4.0 trillion market cap, showed an earnings beat and revenue growth, though analyst sentiment is mixed due to concerns about Vision Pro production cuts and valuation challenges. The company recently announced a quarterly dividend of $0.26 per share.",MarketBeat,MarketBeat,2026-01-04 09:07:53,0.026314,Neutral
165,GOOGL,Alphabet Inc. $GOOGL is Cadinha & Co. LLC's 5th Largest Position,"Cadinha & Co. LLC significantly increased its stake in Alphabet Inc. (NASDAQ:GOOGL) by 65.4% during Q3, making it the firm's 5th largest position with holdings valued at $34.6 million. Other institutional investors also adjusted their positions, and company insiders recently sold a notable number of shares. Alphabet's stock has seen fluctuations, boasts a market cap of $3.80 trillion, and analysts maintain a ""Moderate Buy"" rating with a consensus price target of $317.76.",MarketBeat,MarketBeat,2026-01-04 09:01:00,0.302034,Somewhat-Bullish
166,GOOGL,"Diversified Trust Co Purchases 12,336 Shares of Alphabet Inc. $GOOG","Diversified Trust Co increased its stake in Alphabet Inc. (NASDAQ:GOOG) by 13.3% in the third quarter, acquiring an additional 12,336 shares to bring its total holdings to 105,307 shares valued at $25.648 million. This makes Alphabet its 27th-largest position, representing approximately 0.5% of the firm's total holdings. The increase occurred despite notable insider selling, with Director John L. Hennessy and CAO Amie Thuener O'Toole selling shares in December.",MarketBeat,MarketBeat,2026-01-04 09:01:00,0.138694,Neutral
167,GOOGL,Cadent Capital Advisors LLC Grows Stock Holdings in Microsoft Corporation $MSFT,"Cadent Capital Advisors LLC significantly increased its stake in Microsoft Corporation (MSFT) by 131.3% in Q3, now holding 9,091 shares valued at $4.71 million. Microsoft recently surpassed quarterly expectations with robust EPS and revenue growth, and analysts maintain a ""Moderate Buy"" rating with an average target of $631. Despite recent insider selling, institutional ownership remains high, driven by positive sentiment around AI monetization and cloud strength.",MarketBeat,MarketBeat,2026-01-04 08:51:14,0.105731,Neutral
168,GOOGL,The Truth About Western Digital Corp: Is This Storage Giant About To Go Nuclear?,"This article delves into Western Digital Corp (WDC), examining its relevance in the tech world for both consumers and investors. It explores how WDC's storage solutions are gaining traction among content creators and gamers, while also addressing past product reliability issues. The piece also highlights WDC's crucial role in supporting AI and cloud infrastructure, positioning it as a potentially impactful stock for investors comfortable with market volatility.",AD HOC NEWS,AD HOC NEWS,2026-01-04 08:10:33,0.211653,Somewhat-Bullish
