title,url,time_published,authors,summary,banner_image,source,category_within_source,source_domain,topics,overall_sentiment_score,overall_sentiment_label,ticker_sentiment,ticker
"Spotify Premium: Between Price Hikes and AI Push, Subscriber Growth Holds Key",https://www.ad-hoc-news.de/boerse/news/ueberblick/spotify-premium-between-price-hikes-and-ai-push-subscriber-growth-holds/69165637,2026-04-15 17:39:26,['Elena Voss'],"Spotify Premium faces challenges from rising costs and competition but remains central to Spotify's revenue. The company is using AI-driven personalization, exclusive podcasts, and audiobook bundling to enhance value and retain subscribers. Investors are closely monitoring subscriber growth, churn rates, and the impact of price hikes on profitability in a competitive streaming market.",https://mdb.ad-hoc-news.de/bild/bild-2471724_480_300.webp,AD HOC NEWS,General,AD HOC NEWS,"[{'topic': 'earnings', 'relevance_score': '0.832393'}, {'topic': 'technology', 'relevance_score': '0.917354'}, {'topic': 'economy_macro', 'relevance_score': '0.612884'}, {'topic': 'finance', 'relevance_score': '0.730967'}, {'topic': 'retail_wholesale', 'relevance_score': '0.605092'}]",0.046188,Neutral,"[{'ticker': 'SPOT', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.145866', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.733653', 'ticker_sentiment_score': '-0.137988', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMZN', 'relevance_score': '0.624347', 'ticker_sentiment_score': '0.134343', 'ticker_sentiment_label': 'Neutral'}]",AAPL
QUALCOMM Incorporated stock (US7475251036): Is its AI chip edge strong enough to unlock new upside?,https://www.ad-hoc-news.de/boerse/ueberblick/qualcomm-incorporated-stock-us7475251036-is-its-ai-chip-edge-strong/69164667,2026-04-15 17:08:26,['Elena Vasquez'],"QUALCOMM's dual-engine business model, combining high-margin chip licensing with semiconductor sales, positions it well in the mobile processor and AI chip markets. The company's Snapdragon platforms are driving revenue growth in smartphones, automotive systems, and IoT, benefiting from increasing demand for on-device processing. Despite competitive and regulatory risks, analysts view QUALCOMM favorably due to its leadership in 5G and AI, strategic R&D, and diversified market approach.",https://mdb.ad-hoc-news.de/bild/bild-2405010_480_300.webp,AD HOC NEWS,General,AD HOC NEWS,"[{'topic': 'technology', 'relevance_score': '0.947534'}, {'topic': 'financial_markets', 'relevance_score': '0.842473'}]",0.202952,Somewhat-Bullish,"[{'ticker': 'QCOM', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.490453', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'INTC', 'relevance_score': '0.628440', 'ticker_sentiment_score': '-0.138738', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.742635', 'ticker_sentiment_score': '0.110102', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'MSFT', 'relevance_score': '0.618256', 'ticker_sentiment_score': '0.226389', 'ticker_sentiment_label': 'Somewhat-Bullish'}]",AAPL
Google Debuts Standalone Gemini App for Apple’s macOS,https://www.bloomberg.com/news/articles/2026-04-15/google-debuts-standalone-gemini-app-for-apple-s-macos,2026-04-15 16:40:00,['Chris Welch'],"Google has released a standalone Gemini app for macOS, providing Apple Mac users with a more streamlined way to access its AI assistant. The free app can be launched with an Option-Space shortcut and offers typical AI functionalities, along with the ability to analyze on-screen content like files and open applications. This move aims to integrate Gemini more deeply into the macOS user experience.",,Bloomberg.com,General,Bloomberg.com,"[{'topic': 'technology', 'relevance_score': '0.945174'}]",0.201215,Somewhat-Bullish,"[{'ticker': 'AAPL', 'relevance_score': '0.748890', 'ticker_sentiment_score': '0.112223', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GOOGL', 'relevance_score': '0.923278', 'ticker_sentiment_score': '0.243270', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'GOOG', 'relevance_score': '0.947106', 'ticker_sentiment_score': '0.200146', 'ticker_sentiment_label': 'Somewhat-Bullish'}]",AAPL
GMO ULTRA SHORT INCOME ETF Historical Data,https://ca.investing.com/etfs/gmoc-historical-data,2026-04-15 16:39:45,[],"This article provides historical daily trading data for the GMO ULTRA SHORT INCOME ETF (GMOC) from March 16, 2026, to April 16, 2026. It includes details such as opening and closing prices, daily high and low, volume, and percentage changes. The article also highlights key performance metrics like the highest, lowest, and average prices within the selected timeframe, alongside daily trading ranges and opening prices.",,Investing.com Canada,General,Investing.com Canada,"[{'topic': 'financial_markets', 'relevance_score': '0.930249'}]",0.052977,Neutral,"[{'ticker': 'GMOC', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.011330', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AVGO', 'relevance_score': '0.737901', 'ticker_sentiment_score': '0.208033', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'MSFT', 'relevance_score': '0.679501', 'ticker_sentiment_score': '0.050929', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.664886', 'ticker_sentiment_score': '-0.084528', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'TSLA', 'relevance_score': '0.611723', 'ticker_sentiment_score': '-0.090671', 'ticker_sentiment_label': 'Neutral'}]",AAPL
QUALCOMM Incorporated stock (US7475251036): Is its AI chip edge strong enough to unlock new upside?,https://www.ad-hoc-news.de/boerse/news/ueberblick/qualcomm-incorporated-stock-us7475251036-is-its-ai-chip-edge-strong/69164667,2026-04-15 16:08:23,['Elena Vasquez'],"QUALCOMM's dual-engine business model, with high-margin chip licensing and semiconductor sales, positions it well in the growing AI and 5G markets. Its Snapdragon platforms are integral to smartphones, automotive, and IoT, driving revenue growth despite competition and regulatory scrutiny. The company's U.S.-centric R&D and strong intellectual property make it an appealing investment for diversification and exposure to tech innovation.",https://mdb.ad-hoc-news.de/bild/bild-2405010_480_300.webp,AD HOC NEWS,General,AD HOC NEWS,"[{'topic': 'technology', 'relevance_score': '0.919416'}, {'topic': 'financial_markets', 'relevance_score': '0.803767'}]",0.201804,Somewhat-Bullish,"[{'ticker': 'QCOM', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.464967', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'INTC', 'relevance_score': '0.615972', 'ticker_sentiment_score': '-0.110446', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.648134', 'ticker_sentiment_score': '0.214003', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'GM', 'relevance_score': '0.592768', 'ticker_sentiment_score': '0.201869', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'MSFT', 'relevance_score': '0.584966', 'ticker_sentiment_score': '0.233944', 'ticker_sentiment_label': 'Somewhat-Bullish'}]",AAPL
Activest Bets Big on Asia With $5.8 Million AAXJ Purchase,https://www.fool.com/coverage/filings/2026/04/15/activest-bets-big-on-asia-with-usd5-8-million-aaxj-purchase/,2026-04-15 15:09:04,['Andy Gould'],"Activest Wealth Management significantly increased its holdings in the iShares MSCI All Country Asia ex Japan ETF (AAXJ), purchasing 57,758 shares valued at approximately $5.8 million. This move boosts their AAXJ position to 1.35% of their 13F assets under management, reflecting a strategic bet on Asian equities outside Japan. The ETF tracks markets like China, India, South Korea, Taiwan, and Hong Kong, and has seen a 51% one-year return, outpacing the S&P 500.",https://g.foolcdn.com/image/?url=https%3A%2F%2Fcdn.content.foolcdn.com%2Fimages%2F1umn9qeh%2Fproduction%2F6b2b2fe4ef558fb532dbb69b4b7c6a7470069583-1401x1251.png%3Fw%3D800%26q%3D75%26fit%3Dmax%26auto%3Dformat&w=3840&op=resize,The Motley Fool,General,The Motley Fool,"[{'topic': 'financial_markets', 'relevance_score': '1.000000'}, {'topic': 'finance', 'relevance_score': '0.815817'}]",0.420629,Bullish,"[{'ticker': 'AAXJ', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.604649', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'AAPL', 'relevance_score': '0.635979', 'ticker_sentiment_score': '0.235164', 'ticker_sentiment_label': 'Somewhat-Bullish'}]",AAPL
Activest Bets Big on Asia With $5.8 Million AAXJ Purchase,https://www.theglobeandmail.com/investing/markets/stocks/QQQ-Q/pressreleases/1322680/activest-bets-big-on-asia-with-5-8-million-aaxj-purchase/,2026-04-15 15:09:04,['Motley Fool'],"Activest Wealth Management significantly increased its holdings in the iShares MSCI All Country Asia ex Japan ETF (AAXJ) with a $5.8 million purchase. This strategic move, which nearly quadrupled their position, reflects a deliberate bet on Asian equities outside Japan, making the AAXJ position 1.35% of Activest's 13F assets under management. The article highlights that this transaction offers insight into how professional money managers are positioning their portfolios amidst evolving global economic landscapes.",https://www.theglobeandmail.com/resizer/v2/JVMBWSW32ZMWNDU33GSND4NOIQ.JPG?auth=da7208d10ec7c5e8135501f9a120bb4419ecff08c063fbe6779a76278eec644d&width=300&height=200&quality=80&smart=true,The Globe and Mail,General,The Globe and Mail,"[{'topic': 'financial_markets', 'relevance_score': '0.942503'}, {'topic': 'finance', 'relevance_score': '0.747801'}, {'topic': 'economy_macro', 'relevance_score': '0.623201'}]",0.221549,Somewhat-Bullish,"[{'ticker': 'AAXJ', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.336944', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AAPL', 'relevance_score': '0.740515', 'ticker_sentiment_score': '0.140632', 'ticker_sentiment_label': 'Neutral'}]",AAPL
Apple Inc. $AAPL Stake Trimmed by Weatherly Asset Management L. P.,https://www.marketbeat.com/instant-alerts/filing-apple-inc-aapl-stake-trimmed-by-weatherly-asset-management-l-p-2026-04-15/,2026-04-15 12:56:58,['MarketBeat'],"Weatherly Asset Management L. P. reduced its stake in Apple Inc. by 1.3% in the fourth quarter, selling 4,240 shares and now holding 331,250 shares valued at $90,054,000, making Apple its second-largest holding. Despite this trimming, Wall Street analysts maintain a ""Moderate Buy"" consensus with an average price target of $301.37, following strong Q1 earnings beats and analyst target increases. Insider activity showed CEO Timothy D. Cook and SVP Deirdre O'Brien selling shares under pre-arranged plans.",https://www.marketbeat.com/logos/apple-inc-logo-1200x675.png,MarketBeat,General,MarketBeat,"[{'topic': 'earnings', 'relevance_score': '0.929108'}, {'topic': 'financial_markets', 'relevance_score': '0.809889'}, {'topic': 'technology', 'relevance_score': '0.734461'}, {'topic': 'finance', 'relevance_score': '0.615448'}]",0.071989,Neutral,"[{'ticker': 'AAPL', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.106623', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMZN', 'relevance_score': '0.588249', 'ticker_sentiment_score': '-0.081439', 'ticker_sentiment_label': 'Neutral'}]",AAPL
MFS Active Growth (MFSG) ETF Holders - Institutional Ownership,https://www.gurufocus.com/etf/MFSG/ownership,2026-04-15 12:40:12,[],"This article from GuruFocus focuses on the institutional ownership of the MFS Active Growth (MFSG) ETF. It provides a brief overview of MFSG's current stock price, key financial ratios, and top holdings, which include major tech companies like Microsoft and Nvidia. The content largely serves as a gateway to premium features, with most detailed ownership and trade data requiring a paid membership.",,GuruFocus,General,GuruFocus,"[{'topic': 'financial_markets', 'relevance_score': '0.918593'}, {'topic': 'finance', 'relevance_score': '0.708830'}, {'topic': 'technology', 'relevance_score': '0.606735'}]",-0.101068,Neutral,"[{'ticker': 'MFSG', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.104390', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'MSFT', 'relevance_score': '0.629601', 'ticker_sentiment_score': '-0.107729', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NVDA', 'relevance_score': '0.630773', 'ticker_sentiment_score': '-0.131487', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GOOGL', 'relevance_score': '0.608352', 'ticker_sentiment_score': '-0.130429', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.621089', 'ticker_sentiment_score': '-0.102767', 'ticker_sentiment_label': 'Neutral'}]",AAPL
Aemetis Q2 EPS Estimates Lowered by Analysts,https://nationaltoday.com/us/ca/cupertino/news/2026/04/15/aemetis-q2-eps-estimates-lowered-by-analysts/,2026-04-15 12:39:22,['NULL'],"Ascendiant Capital Markets has lowered its Q2 2026 earnings per share estimates for Aemetis, Inc. (NASDAQ:AMTX) from ($0.20) to ($0.21). Despite the revision, Ascendiant maintained a ""Buy"" rating and a $21.00 price target for the renewable fuels producer. This adjustment highlights the ongoing volatility and challenges within the renewable fuels industry.",https://nationaltoday.com/wp-content/uploads/not-wordpress/2026/04/69df7d12564e0.jpg,National Today,General,National Today,"[{'topic': 'earnings', 'relevance_score': '0.909540'}, {'topic': 'financial_markets', 'relevance_score': '0.732111'}, {'topic': 'energy_transportation', 'relevance_score': '0.727770'}]",-0.107523,Neutral,"[{'ticker': 'AMTX', 'relevance_score': '1.000000', 'ticker_sentiment_score': '-0.300644', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'AAPL', 'relevance_score': '0.719127', 'ticker_sentiment_score': '0.114397', 'ticker_sentiment_label': 'Neutral'}]",AAPL
GMOC Stock Price | GMO ULTRA SHORT INCOME ETF,https://www.investing.com/etfs/gmoc,2026-04-15 12:10:18,[],"This article provides detailed financial information for the GMO ULTRA SHORT INCOME ETF (GMOC), including its current stock price of 50.09, trading venue (NYSE), and expense ratio of 0.20%. It also covers key statistics such as total assets, shares outstanding, and inception date, alongside performance data, top holdings, and technical analysis indicators. The content aims to help investors assess GMOC's potential by presenting comprehensive data and tools.",,Investing.com,General,Investing.com,"[{'topic': 'financial_markets', 'relevance_score': '0.911345'}]",0.319269,Somewhat-Bullish,"[{'ticker': 'GMOC', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.134961', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NVDA', 'relevance_score': '0.607717', 'ticker_sentiment_score': '0.341310', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'TSLA', 'relevance_score': '0.604808', 'ticker_sentiment_score': '0.520035', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'AAPL', 'relevance_score': '0.628748', 'ticker_sentiment_score': '0.306798', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'MSFT', 'relevance_score': '0.639336', 'ticker_sentiment_score': '0.302099', 'ticker_sentiment_label': 'Somewhat-Bullish'}]",AAPL
Cerence files patent infringement suit against Apple,https://www.msn.com/en-us/money/companies/cerence-files-patent-infringement-suit-against-apple/ar-AA1LU3Ej?apiversion=v2&domshim=1&noservercache=1&noservertelemetry=1&batchservertelemetry=1&renderwebcomponents=1&wcseo=1,2026-04-15 12:10:15,[],Cerence has filed a patent infringement lawsuit against Apple. The suit alleges that Apple has infringed upon Cerence's intellectual property. This action highlights ongoing disputes concerning technology patents in the industry.,,MSN,General,MSN,"[{'topic': 'technology', 'relevance_score': '0.872111'}]",-0.503583,Bearish,"[{'ticker': 'CRNC', 'relevance_score': '1.000000', 'ticker_sentiment_score': '-0.528192', 'ticker_sentiment_label': 'Bearish'}, {'ticker': 'AAPL', 'relevance_score': '0.923262', 'ticker_sentiment_score': '-0.505915', 'ticker_sentiment_label': 'Bearish'}]",AAPL
Apple may use OLED screens for iPad Air next year: report (AAPL:NASDAQ),https://seekingalpha.com/news/4575157-apple-may-use-oled-screens-for-ipad-air-next-year-report,2026-04-15 12:04:59,['Chris Ciaccia'],"A new report suggests that Apple is likely to incorporate OLED screens in the next iteration of its iPad Air, potentially in the coming year. This change in display technology could mark a significant update for the device. Shares of Apple were observed to be largely unchanged in premarket trading following the news.",https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1288020286/image_1288020286.jpg?io=getty-c-w630,Seeking Alpha,General,Seeking Alpha,"[{'topic': 'technology', 'relevance_score': '0.931987'}, {'topic': 'financial_markets', 'relevance_score': '0.638717'}]",0.140909,Neutral,"[{'ticker': 'AAPL', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.132788', 'ticker_sentiment_label': 'Neutral'}]",AAPL
NiSource Teams Up With Alphabet And Amazon To Power AI Data Centers—And Says Your Energy Bills Could Drop,https://www.benzinga.com/markets/tech/26/04/51876044/nisource-alphabet-amazon-ai-data-centers-energy-bills-could-drop-customer-savings,2026-04-17 04:27:07,['Ananya Gairola'],"NiSource has entered into agreements with Alphabet and Amazon to power their AI data centers, aiming to provide energy without raising costs for existing customers. Through its GenCo model, NiSource estimates system-wide savings of $1.25 billion, translating to annual household savings of $90-$115. These collaborations address the growing concern over the energy demands of AI infrastructure, with data center power demand projected to surge 220% by 2030 globally.",https://cdn.benzinga.com/files/images/story/2025/07/24/article-header-background-image.png?quality=85&auto=webp&width=1300,Benzinga,General,Benzinga,"[{'topic': 'energy_transportation', 'relevance_score': '0.936663'}, {'topic': 'technology', 'relevance_score': '0.845472'}, {'topic': 'financial_markets', 'relevance_score': '0.619709'}]",0.372978,Bullish,"[{'ticker': 'NI', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.545906', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'GOOGL', 'relevance_score': '0.748774', 'ticker_sentiment_score': '0.331383', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'GOOG', 'relevance_score': '0.722245', 'ticker_sentiment_score': '0.319433', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AMZN', 'relevance_score': '0.648687', 'ticker_sentiment_score': '0.311896', 'ticker_sentiment_label': 'Somewhat-Bullish'}]",AMZN
"Spence Asset Management cuts Amazon.com stake by 6,839 shares",https://www.theglobeandmail.com/investing/markets/stocks/AMZN-Q/pressreleases/1358871/spence-asset-management-cuts-amazon-com-stake-by-6-839-shares/,2026-04-17 03:16:04,['Tipranks'],"Spence Asset Management, led by Eric Walton, has reduced its stake in Amazon.Com, Inc. (AMZN) by 6,839 shares. TipRanks' AI Analyst, Spark, rates AMZN as ""Outperform,"" highlighting strengths in profitability, AWS re-acceleration, strong backlog, and ad strength, while noting concerns about volatile free cash flow, overbought conditions, and a premium valuation. Amazon's year-to-date price performance is 7.88% with a current market cap of $2575.2 billion.",,The Globe and Mail,General,The Globe and Mail,"[{'topic': 'financial_markets', 'relevance_score': '0.923035'}, {'topic': 'finance', 'relevance_score': '0.717453'}]",-0.14559,Neutral,"[{'ticker': 'AMZN', 'relevance_score': '1.000000', 'ticker_sentiment_score': '-0.118943', 'ticker_sentiment_label': 'Neutral'}]",AMZN
U.S. Bancorp Earnings Call Signals Resilient Growth,https://www.tipranks.com/news/company-announcements/u-s-bancorp-earnings-call-signals-resilient-growth,2026-04-17 00:38:37,['TipRanks Auto-Generated Newsdesk'],"U.S. Bancorp (USB) reported strong Q1 results, with diluted EPS up 15% and total net revenue rising 4.7% year-over-year, driven by stable lending and expanding fee businesses. The bank demonstrated solid credit quality, consistent operating leverage, and robust capital despite facing pressures from net interest margin, regulatory uncertainty, and a competitive deposit landscape. Strategic partnerships and continued investment in technology are expected to fuel future growth, with Q2 and full-year 2026 guidance signaling continued revenue and efficiency improvements.",https://blog.tipranks.com/wp-content/uploads/2022/09/shutterstock_422682820-750x406.jpg,TipRanks,General,TipRanks,"[{'topic': 'earnings', 'relevance_score': '0.900232'}, {'topic': 'finance', 'relevance_score': '0.819730'}, {'topic': 'economy_macro', 'relevance_score': '0.641825'}]",0.414027,Bullish,"[{'ticker': 'USB', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.483198', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'AMZN', 'relevance_score': '0.620693', 'ticker_sentiment_score': '0.333236', 'ticker_sentiment_label': 'Somewhat-Bullish'}]",AMZN
NiSource (NI) Gains 2.4% After Securing Major Energy Agreements,https://www.gurufocus.com/news/8799640/nisource-ni-gains-24-after-securing-major-energy-agreements,2026-04-17 00:03:01,[],"NiSource (NI) saw a 2.4% increase in after-hours trading after announcing major energy agreements with Alphabet and Amazon to support data center operations in Indiana. These deals are projected to generate $1.25 billion in savings, including an estimated $90-$115 annual saving per residential customer. Despite these positive developments and strong profitability/growth ratings, the company's financial strength is a concern, and insider selling activity suggests a cautious outlook.","https://static.gurufocus.com/cdn-cgi/image/width=600,quality=100/logos/0C00000BUF.png?20",GuruFocus,General,GuruFocus,"[{'topic': 'earnings', 'relevance_score': '0.939496'}, {'topic': 'financial_markets', 'relevance_score': '0.836408'}, {'topic': 'energy_transportation', 'relevance_score': '0.704392'}]",0.367844,Bullish,"[{'ticker': 'NI', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.386115', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'GOOG', 'relevance_score': '0.607970', 'ticker_sentiment_score': '0.320630', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AMZN', 'relevance_score': '0.633309', 'ticker_sentiment_score': '0.348886', 'ticker_sentiment_label': 'Somewhat-Bullish'}]",AMZN
"Cramer Highlights Nike, Amazon, Nvidia Stock To Investors: 'Why Would You Sell It?'",https://www.benzinga.com/trading-ideas/long-ideas/26/04/51875003/cramer-highlights-nike-amazon-nvidia-stock-to-investors-why-would-you-sell-it,2026-04-16 23:07:05,['Chris Katje'],"Jim Cramer discussed three top holdings from the CNBC Investing Club portfolio: Nike, Amazon, and Nvidia. While expressing buyer's remorse for Nike due to underperformance and potential issues with its turnaround plan, he remained bullish on Amazon, citing strong performance by CEO Andy Jassy. Cramer particularly praised Nvidia, questioning why anyone would sell it, and emphasized its crucial role in the AI industry.",https://cdn.benzinga.com/files/images/story/2025/07/24/article-header-background-image.png?quality=85&auto=webp&width=1300,Benzinga,General,Benzinga,"[{'topic': 'earnings', 'relevance_score': '0.909023'}, {'topic': 'financial_markets', 'relevance_score': '0.827979'}, {'topic': 'retail_wholesale', 'relevance_score': '0.727644'}, {'topic': 'technology', 'relevance_score': '0.806746'}]",0.177533,Somewhat-Bullish,"[{'ticker': 'AMZN', 'relevance_score': '0.912714', 'ticker_sentiment_score': '0.343255', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'NKE', 'relevance_score': '0.743486', 'ticker_sentiment_score': '-0.288226', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'NVDA', 'relevance_score': '0.814857', 'ticker_sentiment_score': '0.410027', 'ticker_sentiment_label': 'Bullish'}]",AMZN
AWS launches AI-driven tool to speed up early-stage antibody discovery,https://www.techtarget.com/pharmalifesciences/news/366641915/AWS-launches-AI-driven-tool-to-speed-up-early-stage-antibody-discovery,2026-04-16 22:52:49,"['Alivia Kaylor', 'MSc']","Amazon Web Services (AWS) has launched Amazon Bio Discovery, an AI-powered drug discovery tool designed to accelerate the early-stage development of antibody therapies. This new agentic AI application provides scientists with access to specialized biological foundation models and allows them to use natural language to design and test novel drugs, aiming to overcome the challenges of integrating complex AI models into research. The platform has already demonstrated significant time savings in antibody design for Memorial Sloan Kettering Cancer Center, reducing a year-long process to just weeks.",https://www.techtarget.com/rms/onlineimages/pharma_g1130165288_searchsitetablet_520X173.jpg,TechTarget,General,TechTarget,"[{'topic': 'life_sciences', 'relevance_score': '1.000000'}, {'topic': 'technology', 'relevance_score': '0.815542'}]",0.244281,Somewhat-Bullish,"[{'ticker': 'TTGT', 'relevance_score': '0.306704', 'ticker_sentiment_score': '0.022222', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMZN', 'relevance_score': '0.995686', 'ticker_sentiment_score': '0.451251', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'LLY', 'relevance_score': '0.746619', 'ticker_sentiment_score': '0.330320', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'BIIB', 'relevance_score': '0.572295', 'ticker_sentiment_score': '0.214709', 'ticker_sentiment_label': 'Somewhat-Bullish'}]",AMZN
"NI Stock Edges Higher After-Hours On Deals With Alphabet, Amazon",https://stocktwits.com/news-articles/markets/equity/ni-stock-edges-higher-after-hours-on-deals-with-alphabet-amazon/cZJvUy7RIxc,2026-04-16 22:36:07,['Aashika Suresh'],"NiSource Inc. (NI) saw its stock rise after announcing new and expanded deals with Alphabet and Amazon Data Services. The agreements involve supporting a large-scale data center in northern Indiana for Alphabet and accelerating site energization for Amazon, which is expected to generate significant savings for customers. These partnerships aim to deliver reliable energy solutions and improve grid reliability while supporting rapid data center growth.",https://news.stocktwits-cdn.com/large_Getty_Images_2213124333_jpg_68e165731d.webp,Stocktwits,General,Stocktwits,"[{'topic': 'earnings', 'relevance_score': '0.901736'}, {'topic': 'financial_markets', 'relevance_score': '0.836232'}, {'topic': 'energy_transportation', 'relevance_score': '0.707257'}, {'topic': 'technology', 'relevance_score': '0.818818'}]",0.358866,Bullish,"[{'ticker': 'NI', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.500823', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'GOOG', 'relevance_score': '0.743948', 'ticker_sentiment_score': '0.310401', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'GOOGL', 'relevance_score': '0.705564', 'ticker_sentiment_score': '0.329538', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AMZN', 'relevance_score': '0.724836', 'ticker_sentiment_score': '0.331217', 'ticker_sentiment_label': 'Somewhat-Bullish'}]",AMZN
"NiSource rises after signing data center deals with Google, Amazon (NI:NYSE)",https://seekingalpha.com/news/4575971-nisource-rises-after-signing-data-center-deals-with-google-amazon,2026-04-16 22:14:05,['Carl Surran'],NiSource (NI) stock rose 2.4% in post-market trading after announcing energy infrastructure agreements with Google (Alphabet) and Amazon. These deals are intended to support the development of new data centers in Indiana. The utility firm has secured a new long-term energy supply agreement as part of these collaborations.,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1212563353/image_1212563353.jpg?io=getty-c-w630,Seeking Alpha,General,Seeking Alpha,"[{'topic': 'energy_transportation', 'relevance_score': '0.821088'}, {'topic': 'financial_markets', 'relevance_score': '0.729218'}, {'topic': 'technology', 'relevance_score': '0.635777'}]",0.365109,Bullish,"[{'ticker': 'NI', 'relevance_score': '1.000000', 'ticker_sentiment_score': '0.434712', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'GOOG', 'relevance_score': '0.648655', 'ticker_sentiment_score': '0.325371', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AMZN', 'relevance_score': '0.649657', 'ticker_sentiment_score': '0.347390', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'GOOGL', 'relevance_score': '0.629866', 'ticker_sentiment_score': '0.345272', 'ticker_sentiment_label': 'Somewhat-Bullish'}]",AMZN
